IDType,project,package,complextype,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_data_class
937,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc,Version,0,0,0,1,0,0,0,1,4,0,1,38,38,0,1,0,1,0,1,0,0,1,1,1,2,5,0,71,5,7,102,2,808,724,19045,0,4,0,0,0,4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,false
977,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc.parser,CharacterRange,0,8,0,10,0,0,1,2,4,0,1,86,22,1,0.142857,1,11,0,11,0.888889,0,3,1.1,1.5,61,399,1,14229,466,7,102,2,808,724,19045,0,0,4,0,0,0,0,0,4,0,0,4,0,0,6,0,0,10,0,0,0,0,10,0,0,2,true
1000,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc.parser,ParseEngine,0,0,0,18,0,39,11,18,14,20,2,1172,1172,20,0.461538,21,71,0,238,0.894958,1,238,13.222222,13.222222,61,399,1,14229,466,7,102,2,808,724,19045,0,0,9,0,5,3,14,3,0,0,11,1,5,0,12,0,0,18,18,0,0,18,0,18,0,0,false
1007,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc.parser,NonTerminal,0,7,0,9,1,0,1,2,4,8,2,86,30,1,0.166667,2,18,0,9,0.84375,0.222222,2,1,1,61,399,1,14229,466,7,102,2,808,724,19045,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,2,0,0,true
1018,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc.parser,TokenProduction,0,4,0,4,0,0,0,0,14,0,1,95,63,0,0.333333,1,4,0,4,1,0,0,1,0,61,399,1,14229,466,7,102,2,808,724,19045,0,12,2,0,0,5,5,5,9,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,1,0,true
1040,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog,2,0,2,17,?,3,7,17,10,?,7,571,571,19,0.363636,6,39,1,45,0.89375,?,45,2.647059,2.647059,33,165,1,3052,176,7,100,5,703,613,14480,0,0,10,0,0,0,0,0,10,0,0,9,4,4,0,0,2,15,0,0,0,0,17,15,0,2,false
1041,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog.PaneNameRenderer,0,0,0,2,0,2,2,2,2,574,6,66,66,2,1,2,6,0,8,1,1,8,4,4,33,165,1,3052,176,7,100,5,703,613,14480,1,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,false
1042,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe.gui,EnhancedDialog,0,0,3,7,?,0,5,7,1,?,6,239,239,7,0,2,14,5,27,1,?,27,3.857143,3.857143,33,165,1,3052,176,7,100,5,703,613,14480,0,0,0,1,0,0,0,0,1,0,0,6,1,0,0,0,2,5,2,0,0,2,5,5,0,2,false
1048,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe.gui,ActivityLogDialog,0,4,1,10,0,1,4,6,5,541,7,149,91,7,0.190476,8,27,0,14,0.955556,0.5,6,1.4,1,33,165,1,3052,176,7,100,5,703,613,14480,0,0,5,0,0,0,0,0,5,0,0,8,2,0,0,0,0,10,0,0,0,0,10,5,0,1,false
1099,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe,jsXe,0,1,1,40,0,14,17,39,16,0,1,1243,1234,46,0.239683,20,94,0,133,0.959936,0.921053,132,3.325,3.384615,22,154,1,4151,176,7,100,5,703,613,14480,0,2,14,0,0,6,16,6,0,0,10,36,4,0,0,9,0,31,38,9,0,29,2,38,0,1,false
1139,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe.dom,DOMOutput,1,8,0,11,0,0,0,3,4,0,1,83,43,0,0.142857,0,11,0,11,0.9,0.272727,3,1,1,15,154,2,4404,202,7,100,5,703,613,14480,0,0,4,0,0,0,0,0,4,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,3,true
1146,/mnt/qualitas/qualitas_corpus_compile/junit-4.10,org.junit.internal.builders,IgnoredBuilder,0,0,0,1,0,0,1,1,0,6,2,8,8,1,1,5,10,0,2,0,1,2,2,2,8,20,0,147,20,28,204,11,1031,987,9065,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,false
1360,/mnt/qualitas/qualitas_corpus_compile/displaytag-1.2,org.displaytag.decorator,CheckboxTableDecorator,0,2,0,5,2,0,2,3,4,18,3,95,75,4,0.6,7,27,0,9,0.75,0.6,7,1.8,2.333333,11,56,3,1645,81,18,128,16,1064,796,20892,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,3,0,0,false
1362,/mnt/qualitas/qualitas_corpus_compile/displaytag-1.2,org.displaytag.decorator,MultilevelTotalTableDecorator,0,15,1,29,6,6,9,14,15,14,3,573,477,23,0.108374,12,67,0,71,0.952381,0.4,56,2.448276,4,11,56,3,1645,81,18,128,16,1064,796,20892,0,0,10,5,0,1,1,1,14,0,0,25,0,4,0,0,0,29,0,0,0,0,29,14,0,0,false
1364,/mnt/qualitas/qualitas_corpus_compile/displaytag-1.2,org.displaytag.decorator,MultilevelTotalTableDecorator.GroupTotals,0,6,0,8,0,7,3,2,5,0,1,100,64,9,0.380952,5,19,0,13,0.885714,0.25,7,1.625,3.5,11,56,3,1645,81,18,128,16,1064,796,20892,0,0,2,3,0,0,0,0,5,0,0,8,0,0,0,0,0,8,0,0,0,0,8,1,0,1,true
1402,/mnt/qualitas/qualitas_corpus_compile/displaytag-1.2,org.displaytag.util,TagConstants,0,0,0,1,0,0,0,1,48,0,1,252,252,0,1,0,1,0,1,0,0,1,1,1,15,78,4,2309,96,18,128,16,1064,796,20892,0,48,0,0,0,48,48,48,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,false
1504,/mnt/qualitas/qualitas_corpus_compile/webmail-0.7.10,net.wastl.webmail.storage.simple,SimpleStorage,0,0,3,11,2,8,15,11,5,50,3,323,323,29,0.222222,26,137,0,49,0.96,0.875,49,4.454545,4.454545,4,16,0,323,16,16,118,11,1092,888,14175,0,1,0,4,0,1,1,1,4,0,0,7,0,4,0,0,0,11,0,0,0,0,11,10,0,1,false
1505,/mnt/qualitas/qualitas_corpus_compile/webmail-0.7.10,net.wastl.webmail.storage.simple,net.wastl.webmail.storage.simple.SimpleStorage$1,1,0,0,1,0,0,0,1,0,0,1,9,9,0,1,0,1,?,2,0,?,2,2,2,4,16,0,323,16,16,118,11,1092,888,14175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,false
1538,/mnt/qualitas/qualitas_corpus_compile/webmail-0.7.10,net.wastl.webmail.misc,ByteStore,1,10,0,12,0,1,2,2,5,0,1,97,42,2,0.163636,2,14,0,19,0.890909,0.166667,8,1.583333,4,14,99,0,2120,114,16,118,11,1092,888,14175,0,0,0,0,5,0,0,0,5,0,0,12,0,0,0,0,0,12,1,0,0,1,11,1,0,1,true
1633,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,com.adventnet.jmx,ObjectInputStreamSupport,0,0,0,2,0,0,0,2,1,63,3,21,21,0,1,0,2,0,3,1,1,3,1.5,1.5,7,78,0,4403,88,9,110,25,1199,951,31037,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1,0,1,false
1654,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,javax.management.monitor,MonitorNotification,0,4,0,5,0,0,1,1,15,13,3,127,89,1,0,2,19,0,5,1,0,1,1,1,9,74,4,2503,131,9,110,25,1199,951,31037,0,10,5,0,0,10,10,10,5,0,0,4,0,0,1,0,0,5,0,0,0,0,5,0,0,1,true
1656,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,javax.management.monitor,Monitor,3,7,0,15,?,0,1,8,13,?,2,263,155,1,0.032967,3,16,3,19,1,?,8,1.266667,1,9,74,4,2503,131,9,110,25,1199,951,31037,0,0,0,8,5,0,5,0,8,0,5,15,0,0,0,0,2,13,0,0,0,0,15,7,0,1,false
1664,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,javax.management.loading,SimpleMLet,0,16,0,17,0,0,0,1,8,0,1,97,1,0,0.066667,0,17,0,17,0.9375,0,1,1,1,5,49,1,1904,71,9,110,25,1199,951,31037,0,0,8,0,0,0,0,0,8,0,0,0,0,0,17,0,0,17,0,0,0,0,17,0,0,1,true
1768,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,0,0,0,13,2,3,3,13,5,3,2,218,218,3,0.755556,4,19,0,51,0.683333,1,51,3.923077,3.923077,6,38,0,752,38,16,132,23,1278,781,18243,0,0,5,0,0,0,1,0,4,0,1,11,2,0,0,0,0,13,2,0,0,2,11,12,0,1,false
1769,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.util.io,JarFileList,1,0,0,1,0,0,0,1,0,0,1,8,8,0,1,0,1,0,2,0,1,2,2,2,6,38,0,752,38,16,132,23,1278,781,18243,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,false
1840,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.net.server,QuickServer,4,89,0,162,2,101,41,73,77,0,1,3129,2065,71,0.27739,57,328,0,476,0.984028,0.385714,344,2.938272,4.712329,9,190,13,4816,331,16,132,23,1278,781,18243,0,0,76,1,0,3,3,3,74,0,0,140,19,3,0,3,0,159,9,3,0,6,153,70,0,3,false
1852,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.net.server,TheClient,0,40,0,41,1,1,0,1,20,0,1,380,380,0,0.029268,11,41,0,42,0.9725,0.02439,2,1.02439,2,9,190,13,4816,331,16,132,23,1278,781,18243,0,0,20,0,0,0,0,0,20,0,0,42,0,0,0,0,0,42,0,0,0,0,42,1,1,0,true
1873,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.util.xmlreader,PoolConfig,1,6,0,6,0,0,0,0,3,0,1,61,61,0,0.333333,0,6,5,8,0.733333,0,0,1.333333,0,28,62,0,3268,263,16,132,23,1278,781,18243,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,true
1907,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.net.qsadmin,Data,1,6,0,6,0,0,0,0,3,0,1,26,26,0,0.2,0,6,0,6,0.8,0,0,1,0,7,35,1,1379,52,16,132,23,1278,781,18243,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,true
1923,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.tools,PluginArchiver,0,0,5,16,0,0,14,16,1,0,1,561,561,23,0.622222,9,42,0,56,0.866667,1,56,3.5,3.5,6,25,1,613,28,10,121,31,1271,982,18172,0,0,1,0,0,1,1,1,0,0,0,10,6,0,0,0,0,16,15,0,0,15,1,15,0,1,false
1924,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.tools,org.java.plugin.tools.PluginArchiver$1,1,0,0,1,0,0,0,1,0,0,1,6,6,0,1,1,1,?,1,0,?,1,1,1,6,25,1,613,28,10,121,31,1271,982,18172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,false
1986,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.boot,SimpleSplashHandler,1,7,0,10,0,0,1,3,4,0,1,90,21,2,0.133333,2,12,0,14,0.861111,0.3,3,1.4,1,17,102,6,2286,128,10,121,31,1271,982,18172,0,0,4,0,0,0,0,0,4,0,0,10,0,0,1,0,0,11,0,0,0,0,11,3,1,0,true
2037,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.registry.xml,PluginRegistryImpl,1,0,2,31,0,6,23,31,9,0,1,1142,1142,47,0.405797,27,82,0,138,0.811111,1,138,4.451613,4.451613,38,247,0,5146,397,10,121,31,1271,982,18172,0,0,8,0,1,7,3,3,2,4,0,24,6,0,1,0,0,31,0,0,0,0,31,30,0,1,false
2064,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.registry.xml,ModelPluginFragment,0,6,0,7,0,1,1,1,3,17,2,33,3,1,0.2,3,25,0,7,0.833333,0,1,1,1,38,247,0,5146,397,10,121,31,1271,982,18172,0,0,3,0,0,0,0,0,3,0,0,0,0,0,7,0,0,7,0,0,0,0,7,0,0,1,true
2067,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.registry.xml,ModelAttribute,0,7,0,8,0,0,0,1,4,0,1,38,3,0,0.142857,1,8,0,8,0.892857,0,1,1,1,38,247,0,5146,397,10,121,31,1271,982,18172,0,0,4,0,0,0,0,0,4,0,0,0,0,0,8,0,0,8,0,0,0,0,8,0,0,1,true
2070,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.registry.xml,ModelExtensionPoint,0,11,0,12,0,1,0,1,6,0,1,56,1,0,0.090909,2,12,0,12,0.924242,0,1,1,1,38,247,0,5146,397,10,121,31,1271,982,18172,0,0,6,0,0,0,0,0,6,0,0,0,0,0,12,0,0,12,0,0,0,0,12,0,0,1,true
2071,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.registry.xml,ModelParameterDef,0,13,0,14,0,2,0,1,7,0,1,65,0,0,0.076923,2,14,0,14,0.934066,0,1,1,1,38,247,0,5146,397,10,121,31,1271,982,18172,0,0,7,0,0,0,0,0,7,0,0,0,0,0,14,0,0,14,0,0,0,0,14,0,0,1,true
2072,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.registry.xml,ModelExtension,0,9,0,10,0,0,0,1,5,0,1,47,2,0,0.111111,1,10,0,10,0.911111,0,1,1,1,38,247,0,5146,397,10,121,31,1271,982,18172,0,0,5,0,0,0,0,0,5,0,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,1,true
2079,/mnt/qualitas/qualitas_corpus_compile/picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,0,0,1,6,1,0,1,6,1,45,4,59,59,1,0,0,7,0,11,1,1,11,1.833333,1.833333,2,7,0,59,7,15,208,29,1302,1252,12103,0,0,1,0,0,1,0,0,0,1,0,4,1,1,0,0,0,6,0,0,0,0,6,5,0,1,false
2080,/mnt/qualitas/qualitas_corpus_compile/picocontainer-2.10.2,org.picocontainer.security,org.picocontainer.security.CustomPermissionsURLClassLoader$1,1,0,0,1,0,0,0,1,0,0,1,5,5,0,1,1,1,?,1,0,?,1,1,1,2,7,0,59,7,15,208,29,1302,1252,12103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,false
2312,/mnt/qualitas/qualitas_corpus_compile/freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,0,2,0,17,2,51,7,15,22,0,1,695,616,18,0.722222,10,49,0,179,0.825893,0.75,165,10.529412,11,4,37,0,1180,39,12,131,16,1404,1137,25747,0,3,10,0,9,3,3,3,19,0,0,9,7,0,1,0,0,17,1,0,0,1,16,14,0,1,false
2313,/mnt/qualitas/qualitas_corpus_compile/freecs-1.3.20100406,freecs.auth.sqlConnectionPool,ConnectionPool,0,0,0,8,1,13,4,8,5,0,1,125,125,8,0.5,6,16,0,31,0.892857,1,31,3.875,3.875,4,37,0,1180,39,12,131,16,1404,1137,25747,0,0,0,0,5,3,0,0,2,3,0,5,3,0,0,0,0,8,0,0,0,0,8,6,0,2,false
2434,/mnt/qualitas/qualitas_corpus_compile/freecs-1.3.20100406,freecs,Server,1,2,0,65,1,65,24,63,155,0,1,2137,2127,50,0.335994,26,126,0,464,0.945437,0.26,462,7.138462,7.333333,1,63,0,2137,65,12,131,16,1404,1137,25747,0,146,9,0,0,15,25,15,130,0,10,54,11,0,0,0,0,65,8,0,0,8,57,62,0,1,false
2459,/mnt/qualitas/qualitas_corpus_compile/jag-6.1,com.finalist.jag.uml,UML2JagGenerator,0,0,0,16,0,127,18,16,15,0,1,590,590,26,1,19,107,0,95,1,1,95,5.9375,5.9375,3,30,0,1322,30,15,255,7,1450,1087,24112,0,0,14,0,1,12,14,12,1,0,2,4,12,0,0,0,0,16,1,0,0,1,15,14,0,2,false
2460,/mnt/qualitas/qualitas_corpus_compile/jag-6.1,com.finalist.jag.uml,Jag2UMLGenerator,0,0,0,13,0,71,14,13,31,0,1,531,531,55,1,17,81,0,51,0.997312,0.2,51,3.923077,3.923077,3,30,0,1322,30,15,255,7,1450,1087,24112,0,24,6,0,1,24,26,24,5,0,2,6,7,0,0,0,0,13,2,0,0,2,11,11,0,2,false
2479,/mnt/qualitas/qualitas_corpus_compile/jag-6.1,com.finalist.jaggenerator,ProgressDialog,0,7,2,14,0,0,3,7,7,536,6,250,190,3,0.533333,1,17,0,17,0.868132,0.363636,9,1.214286,1.285714,80,263,0,5748,334,15,255,7,1450,1087,24112,0,0,7,0,0,0,0,0,7,0,0,11,3,0,0,0,0,14,0,0,0,0,14,6,0,1,false
2517,/mnt/qualitas/qualitas_corpus_compile/jag-6.1,com.finalist.jaggenerator,JagGenerator,0,5,35,68,0,36,62,63,109,531,6,1867,1826,103,0.219373,33,197,0,184,0.992743,0.348485,179,2.705882,2.84127,80,263,0,5748,334,15,255,7,1450,1087,24112,0,38,70,0,1,42,48,42,61,0,6,28,40,0,0,0,0,68,22,0,0,22,46,62,0,1,false
2578,/mnt/qualitas/qualitas_corpus_compile/jag-6.1,com.finalist.jaggenerator.modules,Field,1,13,12,59,1,6,19,46,32,50,2,1097,957,32,0.120108,9,96,0,203,0.970905,0.652174,179,3.440678,3.891304,83,341,1,6130,466,15,255,7,1450,1087,24112,0,5,27,0,0,2,2,2,30,0,0,41,18,0,0,0,0,59,0,0,0,0,59,44,0,2,false
2721,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.core.camera,SphericalLens,1,0,0,2,0,0,1,2,0,0,1,12,12,1,0,3,3,0,2,0,1,2,1,1,4,12,0,148,12,21,191,19,1447,1361,24319,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,1,0,false
2722,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.core.camera,PinholeLens,1,0,0,4,0,0,2,4,4,0,1,29,29,2,1,3,6,0,4,0,1,4,1,1,4,12,0,148,12,21,191,19,1447,1361,24319,0,0,4,0,0,0,0,0,4,0,0,3,1,0,0,0,0,4,0,0,0,0,4,3,0,1,false
2833,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.core,LightSample,0,5,0,9,0,1,3,4,4,0,1,94,38,4,0.642857,4,13,0,9,0.71875,0.375,4,1,1,24,253,17,3812,307,21,191,19,1447,1361,24319,0,0,3,0,1,0,0,0,4,0,0,8,0,0,1,1,0,8,0,0,1,0,8,3,0,1,true
2931,/mnt/qualitas/qualitas_corpus_compile/marauroa-3.8.1,marauroa.server.game.db,RPObjectDAO,0,0,0,12,0,5,9,12,2,0,1,290,290,20,0.890909,11,34,0,21,0.863636,1,21,1.75,1.75,12,112,0,2820,121,30,208,14,1593,1411,26472,0,0,1,1,0,1,1,1,1,0,0,11,0,1,0,0,0,12,0,0,0,0,12,11,0,1,false
2932,/mnt/qualitas/qualitas_corpus_compile/marauroa-3.8.1,marauroa.server.game.db,BanListDAO,0,1,0,2,0,1,5,1,1,0,1,47,30,7,1,5,9,0,3,1,0.5,2,1.5,2,12,112,0,2820,121,30,208,14,1593,1411,26472,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,3,1,1,0,false
2941,/mnt/qualitas/qualitas_corpus_compile/marauroa-3.8.1,marauroa.server.game.db,LoginEventDAO.LoginEvent,0,5,0,9,1,0,0,4,6,0,1,117,67,0,0.142857,0,9,0,10,0.9375,0.333333,5,1.111111,1.25,12,112,0,2820,121,30,208,14,1593,1411,26472,1,3,3,0,0,0,0,0,6,0,0,9,0,0,0,0,0,9,0,0,0,0,9,2,0,2,true
2973,/mnt/qualitas/qualitas_corpus_compile/marauroa-3.8.1,marauroa.common.game,RPObject,0,8,1,73,17,24,13,65,16,31,3,1812,1706,67,0.471441,19,178,0,234,0.894965,0.875,221,3.205479,3.4,26,281,1,5940,330,30,208,14,1593,1411,26472,0,1,15,0,0,2,2,2,14,0,0,71,1,0,1,0,0,73,0,0,0,0,73,62,0,3,false
3012,/mnt/qualitas/qualitas_corpus_compile/marauroa-3.8.1,marauroa.server.net.nio,ChangeRequest,0,0,0,1,0,0,0,1,6,0,1,24,24,0,1,0,1,0,1,0,0.142857,1,1,1,5,27,1,796,30,30,208,14,1593,1411,26472,0,6,0,0,0,3,3,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,false
3153,/mnt/qualitas/qualitas_corpus_compile/jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,0,2,0,9,1,3,3,7,3,0,1,131,93,6,0,3,12,0,12,1,0.75,8,1.333333,1.142857,5,34,1,707,39,19,299,33,1475,1431,28493,0,0,3,0,0,0,0,0,3,0,0,8,1,0,0,0,0,9,0,0,0,0,9,4,0,3,false
3154,/mnt/qualitas/qualitas_corpus_compile/jgrapht-0.8.1,org.jgrapht.experimental.permutation,IntegerPermutationIter,2,0,0,14,0,0,0,14,6,0,1,255,255,0,0.464286,0,14,0,30,0.846154,1,30,2.142857,2.142857,5,34,1,707,39,19,299,33,1475,1431,28493,0,0,6,0,0,0,0,0,6,0,0,10,4,0,0,0,0,14,0,0,0,0,14,12,0,2,false
3485,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,1,0,0,8,1,0,2,8,1,0,1,88,88,8,1,2,16,0,10,0.142857,1,10,1.25,1.25,16,130,3,1578,136,26,262,57,1805,1524,34404,0,0,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,8,0,0,0,0,8,7,0,1,false
3486,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.jcd.cls.attribute,Attribute_info,2,0,0,8,?,2,13,8,10,?,1,155,155,14,0.047619,15,23,9,17,1,?,17,2.125,2.125,16,130,3,1578,136,26,262,57,1805,1524,34404,0,9,0,1,0,8,8,8,2,0,0,7,0,1,0,0,3,5,1,0,0,1,7,7,0,1,false
3511,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.util.args,OptsParser.OptDef,0,16,0,23,0,0,0,7,16,0,1,149,41,0,0.051948,0,23,0,30,0.978788,0,7,1.304348,1,8,64,3,1627,92,26,262,57,1805,1524,34404,1,0,11,0,5,6,5,5,10,1,0,0,0,0,23,0,0,23,0,0,0,0,23,6,0,1,true
3621,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.emma.instr,InstrVisitor,4,1,17,18,3,39,47,17,44,3,2,2165,2143,97,0.192308,45,133,0,196,0.914439,1,191,10.888889,11.235294,29,105,0,3957,129,26,262,57,1805,1524,34404,0,0,37,0,7,16,12,12,28,4,0,14,4,0,0,0,0,18,1,0,0,1,17,16,0,1,false
3804,/mnt/qualitas/qualitas_corpus_compile/log4j-1.2.16,org.apache.log4j.pattern,BridgePatternParser,0,0,0,2,1,0,2,2,0,4,2,21,21,2,1,9,22,0,2,0,1,2,1,1,37,143,0,3130,157,22,296,19,2118,1724,34617,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,false
3805,/mnt/qualitas/qualitas_corpus_compile/log4j-1.2.16,org.apache.log4j.pattern,ThreadPatternConverter,0,0,0,3,0,1,2,3,1,6,3,31,31,1,0,2,11,0,3,1,1,3,1,1,37,143,0,3130,157,22,296,19,2118,1724,34617,0,0,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,3,1,0,0,1,2,2,0,1,false
3847,/mnt/qualitas/qualitas_corpus_compile/log4j-1.2.16,org.apache.log4j.lf5.viewer,LogBrokerMonitor,0,19,33,104,0,8,45,85,29,0,1,1526,1384,59,0.102798,16,175,0,174,0.980917,0.391304,147,1.673077,1.729412,52,176,0,2771,208,22,296,19,2118,1724,34617,0,1,0,28,0,1,1,1,28,0,0,22,0,82,0,0,0,104,0,0,0,0,104,84,0,1,false
3887,/mnt/qualitas/qualitas_corpus_compile/log4j-1.2.16,org.apache.log4j.lf5.viewer,LogTable,0,5,1,10,0,1,4,5,17,698,5,227,169,5,0.111111,4,15,0,17,1,0.5,8,1.7,1.6,52,176,0,2771,208,22,296,19,2118,1724,34617,0,0,1,16,0,1,1,1,16,0,0,8,0,2,0,0,0,10,0,0,0,0,10,4,0,1,false
3988,/mnt/qualitas/qualitas_corpus_compile/log4j-1.2.16,org.apache.log4j.chainsaw,EventDetails,0,8,0,10,0,0,1,2,8,0,1,107,59,2,0,3,17,0,11,1,0,3,1.1,1.5,20,55,0,1274,72,22,296,19,2118,1724,34617,0,0,8,0,0,8,0,0,0,8,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,2,true
4119,/mnt/qualitas/qualitas_corpus_compile/axion-1.0-M2,org.axiondb.jdbc,ConnectionFactory,0,0,0,2,?,0,1,2,1,?,1,24,24,1,1,1,3,2,4,0,?,4,2,2,12,471,2,3219,549,13,223,38,2989,2592,28583,0,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,false
4120,/mnt/qualitas/qualitas_corpus_compile/axion-1.0-M2,org.axiondb.jdbc,AbstractAxionBlob,1,0,0,11,?,0,0,11,0,?,1,58,58,0,0,0,11,1,11,0,?,11,1,1,12,471,2,3219,549,13,223,38,2989,2592,28583,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,11,11,0,0,false
4363,/mnt/qualitas/qualitas_corpus_compile/axion-1.0-M2,org.axiondb.engine.commands,SelectCommand,0,13,0,38,?,21,29,25,17,?,2,745,637,49,0.327635,39,130,0,150,0.926868,?,131,3.947368,5.24,17,145,0,2074,207,13,223,38,2989,2592,28583,0,0,17,0,0,0,0,0,17,0,0,27,10,1,0,0,0,38,0,0,0,0,38,24,0,1,false
