IDMethod,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,isStatic_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,isStatic_method,is_feature_envy
3779,/mnt/qualitas/qualitas_corpus_compile/squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans,GraphXmlSerializer,'getFileName(String,String,String)',3,0,0,0,0,2,13,2,0,7,0,8,1,0,0,1,2,0,0,0,0,0,2,9,0,1,4,9,5,0,1,200,200,2,1,0,3,13,0,20,0.825,1,20,2.222222,2.222222,14,26,0,817,116,3,153,16,689,510,8378,0,5,0,0,2,2,2,3,0,0,6,3,0,0,0,0,9,2,0,0,2,7,8,0,1,0,false
3939,/mnt/qualitas/qualitas_corpus_compile/squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph,ConstraintData,'replaceCopiedColsByReferences(ColumnInfo[],boolean)',2,1,6,1,1,5,23,5,0,4,0,16,0.142857,1,1,1,0,6,0,0.166667,0,6,0,18,0,12,2,12,6,0,1,240,190,6,0.428571,0,3,40,0,37,0.803922,0.666667,30,2.055556,2.5,132,463,16,7206,551,3,153,16,689,510,8378,0,6,0,0,0,0,0,6,0,0,18,0,0,0,0,0,18,0,0,0,0,18,9,0,3,0,true
4560,/mnt/qualitas/qualitas_corpus_compile/jparse-0.96,jparse.expr,BooleanLiteralAST,BooleanLiteralAST(Token),1,0,1,1,0,1,5,1,0,1,0,4,0.666667,1,1,2,0,1,0,1,0,0,0,5,0,0,2,5,0,45,6,29,29,2,0,0,9,18,0,5,0,1,5,1,1,26,159,0,2303,198,3,65,4,780,673,16524,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,0,0,5,4,0,1,0,false
4561,/mnt/qualitas/qualitas_corpus_compile/jparse-0.96,jparse.expr,BooleanLiteralAST,computeType(),0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,0,2,5,0,45,6,29,29,2,0,0,9,18,0,5,0,1,5,1,1,26,159,0,2303,198,3,65,4,780,673,16524,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,0,0,5,4,0,1,0,false
4562,/mnt/qualitas/qualitas_corpus_compile/jparse-0.96,jparse.expr,BooleanLiteralAST,computeExceptions(),0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,0,2,5,0,45,6,29,29,2,0,0,9,18,0,5,0,1,5,1,1,26,159,0,2303,198,3,65,4,780,673,16524,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,0,0,5,4,0,1,0,false
4563,/mnt/qualitas/qualitas_corpus_compile/jparse-0.96,jparse.expr,BooleanLiteralAST,computeValue(),0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,0,2,5,0,45,6,29,29,2,0,0,9,18,0,5,0,1,5,1,1,26,159,0,2303,198,3,65,4,780,673,16524,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,0,0,5,4,0,1,0,false
4564,/mnt/qualitas/qualitas_corpus_compile/jparse-0.96,jparse.expr,BooleanLiteralAST,getVarList(),0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,5,0,0,2,5,0,45,6,29,29,2,0,0,9,18,0,5,0,1,5,1,1,26,159,0,2303,198,3,65,4,780,673,16524,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,0,0,5,4,0,1,0,false
4965,/mnt/qualitas/qualitas_corpus_compile/jparse-0.96,jparse,JavaParser,compilationUnit(),0,1,4,2,1,6,119,32,0,7,0,31,0.833333,2,1,20,4,2,0,1,1,1,0,134,0,13,14,133,66,52,3,5744,5732,20,0.938942,65,55,157,0,1192,0.99738,0.084507,1191,8.895522,8.954887,18,408,4,12655,440,3,65,4,780,673,16524,0,1,0,0,65,65,65,1,0,0,6,64,63,1,125,0,9,64,64,61,0,9,128,0,5,0,false
5341,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.io,MT940,'MT940(MainFrame,AccountChooser)',2,0,0,0,0,1,6,1,0,2,0,5,1,0,0,3,0,0,0,0,1,0,2,7,0,13,6,7,6,0,1,301,301,8,0,0,6,23,0,48,1,1,48,6.857143,6.857143,7,41,1,928,41,4,190,3,713,563,9457,0,0,0,6,0,0,0,6,0,0,4,3,0,0,0,0,7,0,0,0,0,7,6,0,1,0,false
5845,/mnt/qualitas/qualitas_corpus_compile/jmoney-0.4.4,net.sf.jmoney.gui,AccountEntriesPanel.EntryCellRenderer,'getListCellRendererComponent(JList,Object,int,boolean,boolean)',5,0,15,3,0,2,17,2,0,6,0,25,0,1,0,0,0,5,0,0.2,1,0,0,1,0,15,1,1,0,0,1,20,20,0,1,0,5,6,0,2,0,1,2,2,2,153,385,0,6579,454,4,190,3,713,563,9457,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,true
6171,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc.utils,JavaFileGenerator,'JavaFileGenerator(String,Map)',2,2,0,0,10,1,4,1,0,2,0,4,1,0,0,2,0,0,0,0,0,0,0,11,0,0,0,11,3,0,1,228,228,0,1,0,0,11,0,46,0.933333,1,46,4.181818,4.181818,1,11,0,228,11,7,102,2,808,724,19045,0,3,0,0,2,0,0,1,2,0,3,8,0,0,0,0,11,1,0,0,1,10,10,0,1,0,false
6172,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc.utils,JavaFileGenerator,generate(PrintWriter),1,2,0,0,10,1,8,2,0,3,0,4,1,0,0,1,1,0,0,0,0,0,0,11,0,0,0,11,3,0,1,228,228,0,1,0,0,11,0,46,0.933333,1,46,4.181818,4.181818,1,11,0,228,11,7,102,2,808,724,19045,0,3,0,0,2,0,0,1,2,0,3,8,0,0,0,0,11,1,0,0,1,10,10,0,1,0,false
6173,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc.utils,JavaFileGenerator,peekLine(BufferedReader),1,0,0,0,0,1,7,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,11,3,0,1,228,228,0,1,0,0,11,0,46,0.933333,1,46,4.181818,4.181818,1,11,0,228,11,7,102,2,808,724,19045,0,3,0,0,2,0,0,1,2,0,3,8,0,0,0,0,11,1,0,0,1,10,10,0,1,0,false
6174,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc.utils,JavaFileGenerator,getLine(BufferedReader),1,0,0,0,0,1,10,2,0,2,0,3,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,11,3,0,1,228,228,0,1,0,0,11,0,46,0.933333,1,46,4.181818,4.181818,1,11,0,228,11,7,102,2,808,724,19045,0,3,0,0,2,0,0,1,2,0,3,8,0,0,0,0,11,1,0,0,1,10,10,0,1,0,false
6175,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc.utils,JavaFileGenerator,evaluate(String),1,0,0,0,0,2,23,4,0,3,0,4,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,11,3,0,1,228,228,0,1,0,0,11,0,46,0.933333,1,46,4.181818,4.181818,1,11,0,228,11,7,102,2,808,724,19045,0,3,0,0,2,0,0,1,2,0,3,8,0,0,0,0,11,1,0,0,1,10,10,0,1,0,false
6440,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc.jjdoc,JJDoc,'emitTokenProductions(Generator,List)',2,0,10,3,0,6,50,11,0,8,0,18,0,1,5,0,2,5,0,0.2,0,0,0,17,0,42,8,17,0,25,3,391,391,23,1,0,39,79,0,92,0,0,92,5.411765,5.411765,7,133,1,1345,133,7,102,2,808,724,19045,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,17,17,0,0,17,0,17,0,0,1,false
6535,/mnt/qualitas/qualitas_corpus_compile/javacc-5.0,org.javacc.parser,Semanticize,start(),0,2,19,5,2,8,413,89,0,23,0,61,0.394737,11,18,15,7,23,0,0.478261,0,0,5,9,0,34,14,9,4,20,2,819,819,18,0.533333,1,30,60,0,150,0.71875,0.8,150,16.666667,16.666667,61,399,1,14229,466,7,102,2,808,724,19045,0,1,0,2,0,4,0,0,0,4,4,3,0,2,0,0,9,9,0,0,9,0,9,0,0,1,true
6998,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog,'OptionsDialog(Frame,String,String,String)',4,1,0,0,1,1,5,1,0,4,0,4,0,1,1,0,1,1,0,1,2,0,2,17,?,3,7,17,10,?,7,571,571,19,0.363636,0,6,39,1,45,0.89375,?,45,2.647059,2.647059,33,165,1,3052,176,7,100,5,703,613,14480,0,10,0,0,0,0,0,10,0,0,9,4,4,0,0,2,15,0,0,0,0,17,15,0,2,0,false
6999,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog,'OptionsDialog(Dialog,String,String,String)',4,0,0,0,0,1,5,1,0,4,0,4,0,1,1,0,1,1,0,1,2,0,2,17,?,3,7,17,10,?,7,571,571,19,0.363636,0,6,39,1,45,0.89375,?,45,2.647059,2.647059,33,165,1,3052,176,7,100,5,703,613,14480,0,10,0,0,0,0,0,10,0,0,9,4,4,0,0,2,15,0,0,0,0,17,15,0,2,0,false
7000,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog,addOptionGroup(OptionGroup),1,0,0,0,0,1,4,1,0,1,0,1,0,0,0,0,2,0,0,0,2,0,2,17,?,3,7,17,10,?,7,571,571,19,0.363636,0,6,39,1,45,0.89375,?,45,2.647059,2.647059,33,165,1,3052,176,7,100,5,703,613,14480,0,10,0,0,0,0,0,10,0,0,9,4,4,0,0,2,15,0,0,0,0,17,15,0,2,0,false
7001,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe.gui,OptionsDialog,addOptionPane(OptionPane),1,1,0,0,1,1,4,1,0,1,0,1,0,0,0,0,2,0,0,0,2,0,2,17,?,3,7,17,10,?,7,571,571,19,0.363636,0,6,39,1,45,0.89375,?,45,2.647059,2.647059,33,165,1,3052,176,7,100,5,703,613,14480,0,10,0,0,0,0,0,10,0,0,9,4,4,0,0,2,15,0,0,0,0,17,15,0,2,0,false
7274,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe,jsXe,main(String[]),1,0,7,2,0,6,270,35,0,42,0,62,0.642857,11,20,9,10,22,0,0.5,0,1,1,40,0,14,17,39,16,0,1,1243,1234,46,0.239683,2,20,94,0,133,0.959936,0.921053,132,3.325,3.384615,22,154,1,4151,176,7,100,5,703,613,14480,0,14,0,0,6,16,6,0,0,10,36,4,0,0,9,0,31,38,9,0,29,2,38,0,1,1,false
7545,/mnt/qualitas/qualitas_corpus_compile/jsXe-04_beta,net.sourceforge.jsxe.dom,DOMSerializer,'rSerializeNode(Writer,Node,String,String,int,int,int)',7,0,9,1,0,8,402,72,0,32,0,44,0.25,2,3,3,4,3,0,0.666667,1,5,1,16,0,11,5,11,4,0,1,739,714,7,0.714286,0,4,24,0,117,0.866667,0.5,112,7.3125,10.181818,15,154,2,4404,202,7,100,5,703,613,14480,0,4,0,0,1,1,1,3,0,0,10,6,0,0,0,0,16,0,0,0,0,16,9,0,2,0,true
7726,/mnt/qualitas/qualitas_corpus_compile/junit-4.10,org.junit.internal.builders,JUnit3Builder,runnerForClass(Class),1,0,0,0,0,1,6,2,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,2,0,0,1,2,0,6,2,12,12,1,0,0,5,11,0,3,0,1,3,1.5,1.5,8,20,0,147,20,28,204,11,1031,987,9065,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,3,2,1,0,0,false
7727,/mnt/qualitas/qualitas_corpus_compile/junit-4.10,org.junit.internal.builders,JUnit3Builder,isPre4Test(Class),1,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,6,2,12,12,1,0,0,5,11,0,3,0,1,3,1.5,1.5,8,20,0,147,20,28,204,11,1031,987,9065,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,3,2,1,0,0,false
7729,/mnt/qualitas/qualitas_corpus_compile/junit-4.10,org.junit.internal.builders,IgnoredBuilder,runnerForClass(Class),1,0,0,0,0,1,6,2,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,6,2,8,8,1,1,0,5,10,0,2,0,1,2,2,2,8,20,0,147,20,28,204,11,1031,987,9065,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,false
8809,/mnt/qualitas/qualitas_corpus_compile/displaytag-1.2,org.displaytag.decorator,CheckboxTableDecorator,setId(String),1,0,0,0,0,1,4,1,0,1,0,2,1,0,0,1,0,0,0,0,0,2,0,5,2,0,2,3,4,18,3,95,75,4,0.6,0,7,27,0,9,0.75,0.6,7,1.8,2.333333,11,56,3,1645,81,18,128,16,1064,796,20892,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,false
8810,/mnt/qualitas/qualitas_corpus_compile/displaytag-1.2,org.displaytag.decorator,CheckboxTableDecorator,setFieldName(String),1,0,0,0,0,1,4,1,0,1,0,2,1,0,0,1,0,0,0,0,0,2,0,5,2,0,2,3,4,18,3,95,75,4,0.6,0,7,27,0,9,0.75,0.6,7,1.8,2.333333,11,56,3,1645,81,18,128,16,1064,796,20892,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,false
8811,/mnt/qualitas/qualitas_corpus_compile/displaytag-1.2,org.displaytag.decorator,CheckboxTableDecorator,'init(PageContext,Object,TableModel)',3,0,0,0,0,1,6,1,0,4,0,6,1,1,1,2,0,1,0,1,0,2,0,5,2,0,2,3,4,18,3,95,75,4,0.6,0,7,27,0,9,0.75,0.6,7,1.8,2.333333,11,56,3,1645,81,18,128,16,1064,796,20892,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,false
8812,/mnt/qualitas/qualitas_corpus_compile/displaytag-1.2,org.displaytag.decorator,CheckboxTableDecorator,finish(),0,0,0,0,0,4,29,4,0,5,0,6,1,2,2,2,0,2,0,1,0,2,0,5,2,0,2,3,4,18,3,95,75,4,0.6,0,7,27,0,9,0.75,0.6,7,1.8,2.333333,11,56,3,1645,81,18,128,16,1064,796,20892,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,false
9169,/mnt/qualitas/qualitas_corpus_compile/displaytag-1.2,org.displaytag.util,HtmlTagUtil,'abbreviateHtmlString(String,int,boolean)',3,1,0,0,1,6,160,31,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,4,0,0,1,248,248,1,0,0,2,5,0,40,0,1,40,10,10,15,78,4,2309,96,18,128,16,1064,796,20892,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,3,0,0,3,1,3,0,1,1,false
10990,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,com.adventnet.jmx,ObjectInputStreamSupport,'ObjectInputStreamSupport(InputStream,ClassLoader)',2,1,0,0,1,1,6,1,0,2,0,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,63,3,21,21,0,1,0,0,2,0,3,1,1,3,1.5,1.5,7,78,0,4403,88,9,110,25,1199,951,31037,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1,0,1,0,false
10991,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,com.adventnet.jmx,ObjectInputStreamSupport,resolveClass(ObjectStreamClass),1,0,0,0,0,1,8,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,63,3,21,21,0,1,0,0,2,0,3,1,1,3,1.5,1.5,7,78,0,4403,88,9,110,25,1199,951,31037,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1,0,1,0,false
10992,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,com.adventnet.jmx,DefaultDynamicMBean,DefaultDynamicMBean(Object),1,2,0,0,4,6,74,17,0,5,0,9,1,0,0,4,2,0,0,0,5,6,0,30,0,11,23,24,8,0,1,1323,815,29,0.636842,8,27,69,0,316,0.896552,0.535714,202,10.533333,8.416667,7,78,0,4403,88,9,110,25,1199,951,31037,0,0,0,0,0,0,0,8,0,0,20,9,1,0,0,0,30,0,0,0,0,30,23,0,1,0,false
10993,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,com.adventnet.jmx,DefaultDynamicMBean,getStandardMBeanObject(),0,1,0,0,10,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,5,6,0,30,0,11,23,24,8,0,1,1323,815,29,0.636842,8,27,69,0,316,0.896552,0.535714,202,10.533333,8.416667,7,78,0,4403,88,9,110,25,1199,951,31037,0,0,0,0,0,0,0,8,0,0,20,9,1,0,0,0,30,0,0,0,0,30,23,0,1,0,false
10994,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,com.adventnet.jmx,DefaultDynamicMBean,makeMBeanInfo(),0,0,0,0,0,1,12,1,0,2,0,7,1,1,1,2,1,1,0,1,5,6,0,30,0,11,23,24,8,0,1,1323,815,29,0.636842,8,27,69,0,316,0.896552,0.535714,202,10.533333,8.416667,7,78,0,4403,88,9,110,25,1199,951,31037,0,0,0,0,0,0,0,8,0,0,20,9,1,0,0,0,30,0,0,0,0,30,23,0,1,0,false
11003,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,com.adventnet.jmx,DefaultDynamicMBean,'invoke(String,Object[],String[])',3,0,4,4,0,8,244,50,0,32,0,33,0.333333,10,6,2,5,10,0,1,5,6,0,30,0,11,23,24,8,0,1,1323,815,29,0.636842,8,27,69,0,316,0.896552,0.535714,202,10.533333,8.416667,7,78,0,4403,88,9,110,25,1199,951,31037,0,0,0,0,0,0,0,8,0,0,20,9,1,0,0,0,30,0,0,0,0,30,23,0,1,0,true
11010,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,com.adventnet.jmx,DefaultDynamicMBean,setAttribute(Attribute),1,0,7,5,0,8,208,44,0,29,0,36,0.3,12,8,3,1,15,0,0.8,5,6,0,30,0,11,23,24,8,0,1,1323,815,29,0.636842,8,27,69,0,316,0.896552,0.535714,202,10.533333,8.416667,7,78,0,4403,88,9,110,25,1199,951,31037,0,0,0,0,0,0,0,8,0,0,20,9,1,0,0,0,30,0,0,0,0,30,23,0,1,0,true
11048,/mnt/qualitas/qualitas_corpus_compile/xmojo-5.0.0,com.adventnet.jmx,MBeanServerImpl,'createMBean(String,ObjectName,Object[],String[])',4,0,1,1,0,6,120,19,0,18,0,18,0.5,5,6,1,3,7,0,0.714286,1,3,0,44,0,9,26,41,7,0,1,2827,2758,42,0.685606,0,33,95,0,371,0.863787,0.914286,365,8.431818,8.902439,7,78,0,4403,88,9,110,25,1199,951,31037,0,7,0,0,0,1,0,6,0,1,35,9,0,0,0,0,44,0,0,0,0,44,39,0,2,0,false
12190,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,setDebug(boolean),1,1,0,0,1,1,6,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,13,2,3,3,13,5,3,2,218,218,3,0.755556,0,4,19,0,51,0.683333,1,51,3.923077,3.923077,6,38,0,752,38,16,132,23,1278,781,18243,0,5,0,0,0,1,0,4,0,1,11,2,0,0,0,0,13,2,0,0,2,11,12,0,1,1,false
12191,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,isLoggable(Level),1,1,0,0,3,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,13,2,3,3,13,5,3,2,218,218,3,0.755556,0,4,19,0,51,0.683333,1,51,3.923077,3.923077,6,38,0,752,38,16,132,23,1278,781,18243,0,5,0,0,0,1,0,4,0,1,11,2,0,0,0,0,13,2,0,0,2,11,12,0,1,1,false
12192,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,'ByteBufferOutputStream(ArrayList,ClientHandler)',2,1,0,0,1,1,6,3,0,2,0,4,1,0,0,2,0,0,0,0,0,0,0,13,2,3,3,13,5,3,2,218,218,3,0.755556,0,4,19,0,51,0.683333,1,51,3.923077,3.923077,6,38,0,752,38,16,132,23,1278,781,18243,0,5,0,0,0,1,0,4,0,1,11,2,0,0,0,0,13,2,0,0,2,11,12,0,1,0,false
12193,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.util.io,ByteBufferOutputStream,close(),0,1,0,0,1,2,5,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,13,2,3,3,13,5,3,2,218,218,3,0.755556,0,4,19,0,51,0.683333,1,51,3.923077,3.923077,6,38,0,752,38,16,132,23,1278,781,18243,0,5,0,0,0,1,0,4,0,1,11,2,0,0,0,0,13,2,0,0,2,11,12,0,1,0,false
12282,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.net.qsadmin.gui,Propertie,'addToPanel(Container,GridBagConstraints,PropertiePanel,QSAdminMain)',4,1,0,0,1,3,98,7,0,8,0,15,1,2,2,8,2,2,0,1,0,22,1,30,0,1,6,8,14,0,1,319,175,5,0.192118,0,5,36,0,74,0.923645,0.241379,30,2.466667,3.75,41,103,1,2259,161,16,132,23,1278,781,18243,0,14,0,0,0,0,0,14,0,0,29,1,0,0,0,0,30,0,0,0,0,30,8,0,0,0,false
12549,/mnt/qualitas/qualitas_corpus_compile/quickserver-1.4.7,org.quickserver.security,SecureStoreManager,loadKeyManagers(QuickServerConfig),1,1,10,4,1,3,84,11,0,9,0,21,0.166667,6,3,2,1,13,0,0.461538,0,0,0,7,0,15,7,7,2,0,1,255,255,3,0.142857,0,8,25,0,34,0.75,1,34,4.857143,4.857143,2,38,0,304,38,16,132,23,1278,781,18243,0,2,0,0,0,1,0,1,0,1,5,0,2,0,0,0,7,0,0,0,0,7,7,0,0,0,true
13513,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.tools,PluginArchiver,'pack(PluginDescriptor,PathResolver,File)',3,1,0,0,1,1,7,1,0,3,0,3,0,3,3,0,1,3,0,1,0,0,5,16,0,0,14,16,1,0,1,561,561,23,0.622222,0,9,42,0,56,0.866667,1,56,3.5,3.5,6,25,1,613,28,10,121,31,1271,982,18172,0,1,0,0,1,1,1,0,0,0,10,6,0,0,0,0,16,15,0,0,15,1,15,0,1,1,false
13514,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.tools,PluginArchiver,'pack(PluginFragment,PathResolver,File)',3,1,0,0,1,1,7,1,0,3,0,3,0,3,3,0,1,3,0,1,0,0,5,16,0,0,14,16,1,0,1,561,561,23,0.622222,0,9,42,0,56,0.866667,1,56,3.5,3.5,6,25,1,613,28,10,121,31,1271,982,18172,0,1,0,0,1,1,1,0,0,0,10,6,0,0,0,0,16,15,0,0,15,1,15,0,1,1,false
13515,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.tools,PluginArchiver,'pack(URL,String,File)',3,0,0,0,0,3,20,3,0,7,0,7,0,1,1,0,1,1,0,1,0,0,5,16,0,0,14,16,1,0,1,561,561,23,0.622222,0,9,42,0,56,0.866667,1,56,3.5,3.5,6,25,1,613,28,10,121,31,1271,982,18172,0,1,0,0,1,1,1,0,0,0,10,6,0,0,0,0,16,15,0,0,15,1,15,0,1,1,false
13516,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.tools,PluginArchiver,'pack(PluginRegistry,PathResolver,File)',3,1,0,0,1,2,10,1,0,3,0,3,0,1,1,0,1,1,0,1,0,0,5,16,0,0,14,16,1,0,1,561,561,23,0.622222,0,9,42,0,56,0.866667,1,56,3.5,3.5,6,25,1,613,28,10,121,31,1271,982,18172,0,1,0,0,1,1,1,0,0,0,10,6,0,0,0,0,16,15,0,0,15,1,15,0,1,1,false
13957,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.tools.ant,BaseJpfTask,initRegistry(boolean),1,7,0,0,7,6,80,17,0,14,0,18,1,4,6,4,3,6,0,0.666667,0,9,0,16,?,0,5,7,8,?,4,248,188,11,0.209524,0,7,27,7,54,0.891667,?,45,3.375,6.428571,11,32,0,1322,72,10,121,31,1271,982,18172,0,8,0,0,2,1,1,6,1,0,5,1,10,0,8,0,8,0,0,8,0,8,7,0,0,0,false
14396,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.standard,ShadowDataController,'shadowResource(URL,String,boolean)',3,1,0,0,1,6,147,23,0,21,0,24,1,2,7,3,3,7,0,0.285714,0,0,1,9,0,0,3,9,7,0,1,393,393,13,1,0,2,22,0,75,0.642857,0,75,8.333333,8.333333,19,124,0,3177,133,10,121,31,1271,982,18172,0,7,0,0,7,1,1,0,6,0,0,7,0,2,0,0,9,1,0,0,1,8,8,0,1,0,false
14407,/mnt/qualitas/qualitas_corpus_compile/jpf-1.0.2,org.java.plugin.registry.xml,PluginRegistryImpl,register(URL[]),1,0,4,1,0,7,164,28,0,18,0,30,0.666667,13,19,8,6,19,0,0.684211,1,0,2,31,0,6,23,31,9,0,1,1142,1142,47,0.405797,0,27,82,0,138,0.811111,1,138,4.451613,4.451613,38,247,0,5146,397,10,121,31,1271,982,18172,0,8,0,1,7,3,3,2,4,0,24,6,0,1,0,0,31,0,0,0,0,31,30,0,1,0,false
14802,/mnt/qualitas/qualitas_corpus_compile/picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,'CustomPermissionsURLClassLoader(URL[],Map,ClassLoader)',3,1,0,0,1,1,4,1,0,3,0,4,1,0,0,1,0,0,0,0,0,0,1,6,1,0,1,6,1,45,4,59,59,1,0,0,0,7,0,11,1,1,11,1.833333,1.833333,2,7,0,59,7,15,208,29,1302,1252,12103,0,1,0,0,1,0,0,0,1,0,4,1,1,0,0,0,6,0,0,0,0,6,5,0,1,0,false
